TestName,SchemaName,EncryptionAlgo,TestSize,DatabaseSize,Time
FindWhereDOB,NotEncrypted,Randomized,0,19349,0.0984284
RunCreates,EncryptedWithEnclaves,Randomized,100,21659,3.8060839
RunCreates,Encrypted,Randomized,100,21659,3.7420915
RunCreates,NotEncrypted,Randomized,100,21659,3.7665381
RunFinds,EncryptedWithEnclaves,Randomized,100,21659,34.5953556
RunFinds,Encrypted,Randomized,100,21659,317.8794179
RunFinds,NotEncrypted,Randomized,100,21659,3.0524614
RunUpdates,EncryptedWithEnclaves,Randomized,100,21659,27.8441244
RunUpdates,Encrypted,Randomized,100,21659,321.1454241
RunUpdates,NotEncrypted,Randomized,100,21659,3.839799
RunDeletes,EncryptedWithEnclaves,Randomized,100,21659,58.1118122
RunDeletes,Encrypted,Randomized,100,21659,325.8957124
RunDeletes,NotEncrypted,Randomized,100,21659,7.9922231
FindWhereDOB,EncryptedWithEnclaves,Randomized,0,21659,3.6790921
FindWhereDOB,Encrypted,Randomized,0,21659,321.8968427
FindWhereDOB,NotEncrypted,Randomized,0,21659,0.1752727
RunCreates,EncryptedWithEnclaves,Randomized,100,22780,3.8258714
RunCreates,Encrypted,Randomized,100,22780,3.7679013
RunCreates,NotEncrypted,Randomized,100,22780,3.7426056
RunFinds,EncryptedWithEnclaves,Randomized,100,22780,37.5755536
RunFinds,Encrypted,Randomized,100,22780,440.0828003
RunFinds,NotEncrypted,Randomized,100,22780,4.1765229
RunUpdates,EncryptedWithEnclaves,Randomized,100,22780,28.9945386
RunUpdates,Encrypted,Randomized,100,22780,450.3704338
RunUpdates,NotEncrypted,Randomized,100,22780,3.7030431
RunDeletes,EncryptedWithEnclaves,Randomized,100,22780,62.0297566
RunDeletes,Encrypted,Randomized,100,22780,456.8792185
RunDeletes,NotEncrypted,Randomized,100,22780,8.3611976
FindWhereDOB,EncryptedWithEnclaves,Randomized,0,22780,5.0080716
FindWhereDOB,Encrypted,Randomized,0,22780,440.2155949
FindWhereDOB,NotEncrypted,Randomized,0,22780,0.0771318
RunCreates,EncryptedWithEnclaves,Randomized,100,24298,3.7250243
RunCreates,Encrypted,Randomized,100,24298,3.7661078
RunCreates,NotEncrypted,Randomized,100,24298,3.6575254
RunFinds,EncryptedWithEnclaves,Randomized,100,24298,40.8989121
RunFinds,Encrypted,Randomized,100,24298,643.3644198
RunFinds,NotEncrypted,Randomized,100,24298,3.1876724
RunUpdates,EncryptedWithEnclaves,Randomized,100,24298,30.6810053
RunUpdates,Encrypted,Randomized,100,24298,646.6930475
RunUpdates,NotEncrypted,Randomized,100,24298,3.6603395
RunDeletes,EncryptedWithEnclaves,Randomized,100,24298,66.7256448
RunDeletes,Encrypted,Randomized,100,24298,601.2633744
RunDeletes,NotEncrypted,Randomized,100,24298,8.6722584
FindWhereDOB,EncryptedWithEnclaves,Randomized,0,24298,4.2119531
FindWhereDOB,Encrypted,Randomized,0,24298,598.6386559
FindWhereDOB,NotEncrypted,Randomized,0,24298,1.0368743
RunCreates,EncryptedWithEnclaves,Randomized,100,26977,4.003959
RunCreates,Encrypted,Randomized,100,26977,3.975963
RunCreates,NotEncrypted,Randomized,100,26977,4.0132818
RunFinds,EncryptedWithEnclaves,Randomized,100,26977,42.8466584
RunFinds,Encrypted,Randomized,100,26977,791.8943834
RunFinds,NotEncrypted,Randomized,100,26977,3.2631173
RunUpdates,EncryptedWithEnclaves,Randomized,100,26977,34.4757879
RunUpdates,Encrypted,Randomized,100,26977,789.7469488
RunUpdates,NotEncrypted,Randomized,100,26977,3.6790872
RunDeletes,EncryptedWithEnclaves,Randomized,100,26977,72.4069382
RunDeletes,Encrypted,Randomized,100,26977,793.9019323
RunDeletes,NotEncrypted,Randomized,100,26977,9.844713
FindWhereDOB,EncryptedWithEnclaves,Randomized,0,26977,4.3085794
FindWhereDOB,Encrypted,Randomized,0,26977,800.2771852
FindWhereDOB,NotEncrypted,Randomized,0,26977,0.0716718
RunCreates,EncryptedWithEnclaves,Randomized,100,28187,3.7454922
RunCreates,Encrypted,Randomized,100,28187,3.7647036
RunCreates,NotEncrypted,Randomized,100,28187,3.6830206
RunFinds,EncryptedWithEnclaves,Randomized,100,28187,44.0705148
RunFinds,Encrypted,Randomized,100,28187,1019.905301
RunFinds,NotEncrypted,Randomized,100,28187,3.5669291
RunUpdates,EncryptedWithEnclaves,Randomized,100,28187,36.1600719
RunUpdates,Encrypted,Randomized,100,28187,1018.9159875
RunUpdates,NotEncrypted,Randomized,100,28187,3.8083925
RunDeletes,EncryptedWithEnclaves,Randomized,100,28187,77.2542093
RunDeletes,Encrypted,Randomized,100,28187,1049.4187791
RunDeletes,NotEncrypted,Randomized,100,28187,10.1698175
FindWhereDOB,EncryptedWithEnclaves,Randomized,0,28187,4.3560461
FindWhereDOB,Encrypted,Randomized,0,28187,1030.8914394
FindWhereDOB,NotEncrypted,Randomized,0,28187,1.0139941
RunCreates,EncryptedWithEnclaves,Randomized,100,30370,3.8094031
RunCreates,Encrypted,Randomized,100,30370,3.5656647
RunCreates,NotEncrypted,Randomized,100,30370,3.5418634
RunFinds,EncryptedWithEnclaves,Randomized,100,30370,48.4430227
RunFinds,Encrypted,Randomized,100,30370,1318.8631732
RunFinds,NotEncrypted,Randomized,100,30370,4.0311584
RunUpdates,EncryptedWithEnclaves,Randomized,100,30370,39.8063197
RunUpdates,Encrypted,Randomized,100,30370,1325.0377246
RunUpdates,NotEncrypted,Randomized,100,30370,4.1689282
RunDeletes,EncryptedWithEnclaves,Randomized,100,30370,83.8339577
RunDeletes,Encrypted,Randomized,100,30370,1328.8836255
RunDeletes,NotEncrypted,Randomized,100,30370,10.780841
FindWhereDOB,EncryptedWithEnclaves,Randomized,0,30370,4.4612161
FindWhereDOB,Encrypted,Randomized,0,30370,1338.1495816
FindWhereDOB,NotEncrypted,Randomized,0,30370,0.0585312
RunCreates,EncryptedWithEnclaves,Randomized,100,33540,3.8853068
RunCreates,Encrypted,Randomized,100,33540,3.7961218
RunCreates,NotEncrypted,Randomized,100,33540,3.8541248
RunFinds,EncryptedWithEnclaves,Randomized,100,33540,51.1608709
RunFinds,Encrypted,Randomized,100,33540,1702.0989119
RunFinds,NotEncrypted,Randomized,100,33540,4.4350544
RunUpdates,EncryptedWithEnclaves,Randomized,100,33540,44.4476406
RunUpdates,Encrypted,Randomized,100,33540,1731.3437576
RunUpdates,NotEncrypted,Randomized,100,33540,4.2758572
RunDeletes,EncryptedWithEnclaves,Randomized,100,33540,90.9956498
RunDeletes,Encrypted,Randomized,100,33540,1706.6665821
RunDeletes,NotEncrypted,Randomized,100,33540,12.0075308
FindWhereDOB,EncryptedWithEnclaves,Randomized,0,33540,4.5998372
FindWhereDOB,Encrypted,Randomized,0,33540,1731.5539441
FindWhereDOB,NotEncrypted,Randomized,0,33540,0.1225691
RunCreates,EncryptedWithEnclaves,Randomized,100,34122,3.9395049
RunCreates,Encrypted,Randomized,100,34122,3.8931662
RunCreates,NotEncrypted,Randomized,100,34122,3.9274882
RunFinds,EncryptedWithEnclaves,Randomized,100,34122,52.794642
RunFinds,Encrypted,Randomized,100,34122,2158.3460461
RunFinds,NotEncrypted,Randomized,100,34122,4.9480933
RunUpdates,EncryptedWithEnclaves,Randomized,100,34122,46.0837895
RunUpdates,Encrypted,Randomized,100,34122,2279.4055382
RunUpdates,NotEncrypted,Randomized,100,34122,4.4931358
RunDeletes,EncryptedWithEnclaves,Randomized,100,34122,96.7025481
RunDeletes,Encrypted,Randomized,100,34122,2467.0886514
RunDeletes,NotEncrypted,Randomized,100,34122,12.2020427
FindWhereDOB,EncryptedWithEnclaves,Randomized,0,34122,4.5445602
FindWhereDOB,Encrypted,Randomized,0,34122,2697.5896821
FindWhereDOB,NotEncrypted,Randomized,0,34122,0.4180895
